Category,Description,Nutrient Data Bank Number,Data.Household Weights(Gram),Data.Household Weight Description
LAMB,"LAMB,DOM,SHLDR,BLADE,LN&FAT,1/4""FAT,CHOIC,CKD,BRSD",17052,209,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,DOM,SHLDR,BLADE,LN,1/4""FAT,CHOIC,CKD,RSTD",17058,210,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,AUS,IMP,FRSH,FORESHANK,LN&FAT,1/8""FAT,CKD,BRSD",17287,211,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/8""FAT,CHOIC,CKD,BRSD",17243,213,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN,1/4""FAT,CHOIC,CKD,RSTD",17042,217,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,DOM,LEG,WHL (SHK&SIRL),LN,1/4""FAT,CHOIC,CKD,RSTD",17014,218,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/4""FAT,CHOIC,CKD,BRSD",17036,218,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,NZ,IMP,FRZ,LEG,WHL (SHK&SIRL),LN,CKD,RSTD",17075,218,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,LN&FAT,CKD",17063,222,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,DOM,RIB,LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",17240,222,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,AUS,IMP,FRSH,SHLDR,WHL (ARM&BLD),LN,1/8""FAT,CKD",17321,222,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"VEAL,SHANK (FORE&HIND),LN,CKD,BRSD",17279,223,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,DOM,SHLDR,ARM,LN,1/4""FAT,CHOIC,CKD,RSTD",17050,224,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,DOM,RIB,LN&FAT,1/4""FAT,CHOIC,CKD,BRLD",17030,229,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,NZ,IMP,FRZ,RIB,LN&FAT,1/8""FAT,CKD,RSTD",17263,233,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,AUS,IMP,FRSH,COMP OF RTL CUTS,LN,1/8""FAT,CKD",17283,236,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,DOM,LEG,SHANK HALF,LN,1/4""FAT,CHOIC,CKD,RSTD",17018,238,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"VEAL,VAR MEATS&BY-PRODUCTS,PANCREAS,CKD,BRSD",17213,240,"1 unit, cooked (yield from 1 lb raw meat)"
LAMB,"LAMB,NZ,IMP,FRZ,RIB,LN&FAT,CKD,RSTD",17081,241,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,AUS,IMP,FRSH,RIB,LN,1/8""FAT,CKD,RSTD",17317,241,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,DOM,COMP OF RTL CUTS,LN&FAT,1/4""FAT,CHOIC,CKD",17002,242,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",17244,242,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,LN&FAT,1/8""FAT,CKD",17255,242,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,AUS,IMP,FRSH,LEG,SHANK HALF,LN,1/8""FAT,CKD,RSTD",17297,246,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/4""FAT,CHOIC,CKD,BRLD",17037,248,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,DOM,RIB,LN&FAT,1/8""FAT,CHOIC,CKD,RSTD",17241,248,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,AUS,IMP,FRSH,FAT,CKD",17285,248,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,DOM,COMP OF RTL CUTS,LN&FAT,1/8""FAT,CHOIC,CKD",17227,250,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,DOM,SHLDR,BLADE,LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",17252,250,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,AUS,IMP,FRSH,LEG,WHL (SHK&SIRL),LN,1/8""FAT,CKD,RSTD",17293,251,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,DOM,SHLDR,BLADE,LN&FAT,1/4""FAT,CHOIC,CKD,BRLD",17053,252,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,NZ,IMP,FRZ,LEG,WHL (SHK&SIRL),LN&FAT,1/8""FAT,CKD,RSTD",17259,253,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,DOM,RIB,LN&FAT,1/4""FAT,CHOIC,CKD,RSTD",17031,255,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"VEAL,VAR MEATS&BY-PRODUCTS,TONGUE,CKD,BRSD",17223,255,"1 unit, cooked (yield from 1 lb raw meat)"
LAMB,"LAMB,DOM,SHLDR,BLADE,LN&FAT,1/8""FAT,CHOIC,CKD,RSTD",17253,256,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,DOM,SHLDR,BLADE,LN&FAT,1/4""FAT,CHOIC,CKD,RSTD",17054,258,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,NZ,IMP,FRZ,LEG,WHL (SHK&SIRL),LN&FAT,CKD,RSTD",17073,258,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,AUS,IMP,FRSH,LEG,SIRL HALF,BNLESS,LN,1/8""FAT,CKD,RSTD",17301,259,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,DOM,LEG,WHL (SHK&SIRL),LN&FAT,1/8""FAT,CHOIC,CKD,RSTD",17231,260,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,DOM,LEG,SIRLOIN HALF,LN&FAT,1/8""FAT,CHOIC,CKD,RSTD",17235,260,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,DOM,LEG,SIRLOIN HALF,LN&FAT,1/4""FAT,CHOIC,CKD,RSTD",17020,262,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,AUS,IMP,FRSH,SHLDR,WHL (ARM&BLD),LN&FAT,1/8""FAT,CKD",17319,262,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/8""FAT,CHOIC,CKD,RSTD",17245,263,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,DOM,LEG,WHL (SHK&SIRL),LN&FAT,1/4""FAT,CHOIC,CKD,RSTD",17012,265,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,DOM,LOIN,LN&FAT,1/8""FAT,CHOIC,CKD,RSTD",17238,265,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,DOM,LEG,SHANK HALF,LN&FAT,1/8""FAT,CHOIC,CKD,RSTD",17233,267,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,DOM,LEG,SHANK HALF,LN&FAT,1/4""FAT,CHOIC,CKD,RSTD",17016,269,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,DOM,LOIN,LN&FAT,1/4""FAT,CHOIC,CKD,RSTD",17025,269,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/4""FAT,CHOIC,CKD,RSTD",17038,269,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,AUS,IMP,FRSH,COMP OF RTL CUTS,LN&FAT,1/8""FAT,CKD",17281,270,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,DOM,CUBED FOR STEW (LEG&SHLDR),LN,1/4""FAT,CKD,BRSD",17060,272,"1 unit, cooked (yield from 1 lb raw meat)"
LAMB,"LAMB,AUS,IMP,FRSH,SHLDR,BLADE,LN&FAT,1/8""FAT,CKD,BRLD",17327,273,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,AUS,IMP,FRSH,LEG,SHANK HALF,LN&FAT,1/8""FAT,CKD,RSTD",17295,277,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,DOM,SHLDR,ARM,LN&FAT,1/8""FAT,CHOIC,RSTD",17249,284,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,AUS,IMP,FRSH,LEG,WHL (SHK&SIRL),LN&FAT,1/8""FAT,CKD,RSTD",17291,284,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,DOM,COMP OF RTL CUTS,FAT,1/4""FAT,CHOIC,CKD",17006,286,"1 unit, cooked (yield from 1 lb raw meat)"
LAMB,"LAMB,DOM,SHLDR,ARM,LN&FAT,1/4""FAT,CHOIC,CKD,RSTD",17046,286,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,FAT,CKD",17067,286,"1 unit, cooked (yield from 1 lb raw meat)"
LAMB,"LAMB,AUS,IMP,FRSH,RIB,LN&FAT,1/8""FAT,CKD,RSTD",17315,286,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"VEAL,VAR MEATS&BY-PRODUCTS,LUNGS,CKD,BRSD",17208,300,"1 unit, cooked (yield from 1 lb raw meat)"
LAMB,"LAMB,AUS,IMP,FRSH,LEG,SIRL HLF,BNLESS,LN&FT,1/8""FAT,CKD,RSTD",17299,306,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
LAMB,"GAME MEAT,SQUIRREL,CKD,RSTD",17184,313,"1 piece, cooked (yield from 1 lb raw meat, boneless)"
LAMB,"LAMB,GROUND,CKD,BRLD",17225,313,"1 unit, cooked (yield from 1 lb raw meat)"
LAMB,"LAMB,DOM,CUBED FOR STEW (LEG&SHLDR),LN,1/4""FAT,CKD,BRLD",17061,327,"1 unit, cooked (yield from 1 lb raw meat)"
LAMB,"VEAL,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,PAN-FRIED",17190,330,"1 unit, cooked (yield from 1 lb raw meat)"
LAMB,"LAMB,VAR MEATS&BY-PRODUCTS,LIVER,CKD,BRSD",17200,336,"1 unit, cooked (yield from 1 lb raw meat)"
LAMB,"LAMB,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,BRSD",17186,347,"1 unit, cooked (yield from 1 lb raw meat)"
LAMBS QUARTERS,"LAMBS QUARTERS,CKD,BLD,DRND,W/SALT",11794,180,"1 cup, chopped"
LAMBSQUARTERS,"LAMBSQUARTERS,CKD,BLD,DRND,WO/SALT",11245,180,"1 cup, chopped"
LEAVENING AGENTS,"LEAVENING AGENTS,YEAST,BAKER'S,COMPRESSED",18373,3,1 tsp
LEAVENING AGENTS,"LEAVENING AGENTS,BAKING PDR,DOUBLE-ACTING,STRAIGHT PO4",18369,4.6,1 tsp
LEAVENING AGENTS,"LEAVENING AGENTS,BAKING PDR,LOW-SODIUM",18370,4.6,1 tsp
LEAVENING AGENTS,"LEAVENING AGENTS,CRM OF TARTAR",18372,4.6,1 tsp
LEAVENING AGENTS,"LEAVENING AGENTS,BAKING SODA",18371,5,1 tsp
LEAVENING AGENTS,"LEAVENING AGENTS,YEAST,BAKER'S,ACTIVE DRY",18374,17,"1 cake,  (0.6 oz)"
LEAVENING AGENTS,"LEAVENING AGENTS,BAKING PDR,DOUBLE-ACTING,NA AL SULFATE",18368,28.35,1 oz
LEAVES,"THYME,FRSH",2049,0.8,1 tsp
LEAVES,"SPEARMINT,DRIED",2066,1.6,1 tbsp
LEAVES,"ROSEMARY,FRESH",2063,1.7,1 tbsp
LEAVES,"CORIANDER LEAF,DRIED",2012,1.8,1 tbsp
LEAVES,"CHERVIL,DRIED",2008,1.9,1 tbsp
LEAVES,"PEPPERMINT,FRESH",2064,3.2,2 tbsp
LEAVES,"CORIANDER (CILANTRO) LEAVES,RAW",11165,4,.25 cup
LEAVES,"BASIL,FRESH",2044,5.3,"2 tbsp, chopped"
LEAVES,"DILL WEED,FRSH",2045,8.9,"1 cup, sprigs"
LEAVES,"SPEARMINT,FRESH",2065,11.4,2 tbsp
LEAVES,"AMARANTH LEAVES,RAW",11003,28,1 cup
LEAVES,"SWEET POTATO LEAVES,CKD,STMD,W/ SALT",11874,64,1 cup
LEAVES,"PUMPKIN LEAVES,CKD,BLD,DRND,W/ SALT",11848,71,1 cup
LEAVES,"AMARANTH LEAVES,CKD,BLD,DRND,WO/SALT",11004,132,1 cup
LEEKS,"LEEKS,(BULB&LOWER-LEAF PORTION),FREEZE-DRIED",11624,0.2,1 tbsp
LEEKS,"LEEKS,(BULB&LOWER LEAF-PORTION),RAW",11246,89,1 cup
LEEKS,"LEEKS,(BULB&LOWER LEAF-PORTION),CKD,BLD,DRND,WO/SALT",11247,124,1 leek
LEEKS,"LEEKS,(BULB&LOWER LEAF-PORTION),CKD,BLD,DRND,W/SALT",11795,124,1 leek
LEMON GRASS (CITRONELLA),"LEMON GRASS (CITRONELLA),RAW",11972,67,1 cup
LEMON PEEL,"LEMON PEEL,RAW",9156,6,1 tbsp
LEMONADE,"LEMONADE,LO CAL,W/ASPRT,PDR",14289,1.95,1 serving
LEMONADE,"LEMONADE,POWDER",14287,18,1 serving
LEMONADE,"LEMONADE,FRZ CONC,WHITE",14292,36.5,1 fl oz
LEMONADE,"LEMONADE,LO CAL,W/ASPRT,PDR,PREP W/H2O",14290,238.51,"1 serving, 1 cup 8 fl oz"
LEMONADE,"LEMONADE,FRZ CONC,WHITE,PREP W/H2O",14293,246.96,"1 serving, 1 cup 8 fl oz"
LEMONADE,"LEMONADE,PDR,PREP W/H2O",14288,264.2,"1 serving, 1 cup 8 fl oz"
LEMONADE-FLAVOR DRK,"LEMONADE-FLAVOR DRK,PDR",14296,18,1 serving
LEMONADE-FLAVOR DRK,"LEMONADE-FLAVOR DRK,PDR,PREP W/H2O",14297,254.56,"1 serving, 1 cup 8 fl oz"
LEMONS,"LEMONS,RAW,WITH PEEL",9151,108,"1 fruit, without seeds"
LEMONS,"LEMONS,RAW,WITHOUT PEEL",9150,212,"1 cup, sections"
LENTILS,"LENTILS,SPROUTED,RAW",11248,77,1 cup
LENTILS,"LENTILS,RAW",16069,192,1 cup
LENTILS,"LENTILS,PINK,RAW",16144,192,1 cup
LENTILS,"HYACINTH BNS,MATURE SEEDS,CKD,BLD,W/SALT",16368,194,1 cup
LENTILS,"LENTILS,MATURE SEEDS,CKD,BLD,WO/SALT",16070,198,1 cup
LETTUCE,"LETTUCE,RED LEAF,RAW",11257,28.27,"1 cup, shredded"
LETTUCE,"LETTUCE,GRN LEAF,RAW",11253,35.58,"1 cup, shredded"
LETTUCE,"LETTUCE,COS OR ROMAINE,RAW",11251,46.9,"1 cup, shredded"
LETTUCE,"LETTUCE,BUTTERHEAD (INCL BOSTON&BIBB TYPES),RAW",11250,55,"1 cup, shredded or chopped"
LETTUCE,"LETTUCE,ICEBERG (INCL CRISPHEAD TYPES),RAW",11252,72.48,"1 cup, shredded"
LIMA BNS,"LIMA BNS,IMMAT SEEDS,FRZ,FORDHOOK,UNPREP",11037,80,.5 cup
LIMA BNS,"LIMA BNS,IMMAT SEEDS,FRZ,BABY,UNPREP",11039,82,.5 cup
LIMA BNS,"LIMA BNS,IMMAT SEEDS,CND,NO SALT,SOL&LIQUIDS",11715,124,.5 cup
LIMA BNS,"LIMA BNS,IMMAT SEEDS,RAW",11031,156,1 cup
LIMA BNS,"LIMA BNS,IMMAT SEEDS,CKD,BLD,DRND,WO/SALT",11032,170,1 cup
LIMA BNS,"LIMA BNS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT",11714,170,1 cup
LIMA BNS,"LIMA BNS,LRG,MATURE SEEDS,RAW",16071,178,1 cup
LIMA BNS,"LIMA BNS,THIN SEEDED (BABY),MATURE SEEDS,CKD,BLD,WO/SALT",16075,182,1 cup
LIMA BNS,"LIMA BNS,LRG,MATURE SEEDS,CKD,BLD,WO/SALT",16072,188,1 cup
LIMA BNS,"LIMA BNS,LRG,MATURE SEEDS,CKD,BLD,W/SALT",16372,188,1 cup
LIMA BNS,"LENTILS,MATURE SEEDS,CKD,BLD,W/SALT",16370,198,1 cup
LIMA BNS,"LIMA BNS,THIN SEEDED (BABY),MATURE SEEDS,RAW",16074,202,1 cup
LIMA BNS,"LIMA BNS,LRG,MATURE SEEDS,CND",16073,241,1 cup
LIMA BNS,"LIMA BNS,IMMAT SEEDS,FRZ,FORDHOOK,CKD,BLD,DRND,WO/SALT",11038,311,"1 package,  (10 oz) yields"
LIMA BNS,"LIMA BNS,IMMAT SEEDS,FRZ,BABY,CKD,BLD,DRND,WO/SALT",11040,311,"1 package,  (10 oz) yields"
LIMA BNS,"LIMA BNS,IMMAT SEEDS,FRZ,BABY,CKD,BLD,DRND,W/SALT",11716,311,"1 package,  (10 oz) yields"
LIMA BNS,"LIMA BNS,IMMAT SEEDS,FRZ,FORDHOOK,CKD,BLD,DRND,W/SALT",11717,311,"1 package,  (10 oz) yields"
LIMEADE,"LIMEADE,FRZ CONC",14302,36.4,1 fl oz
LIMEADE,"LIMEADE,FRZ CONC,PREP W/H2O",14303,246.83,"1 serving, 1 cup 8 fl oz"
LIMES,"LIMES,RAW",9159,67,"1 fruit,  (2"" dia)"
LING,"LING,COOKED,DRY HEAT",15198,151,1 fillet
LING,"LING,RAW",15044,193,1 fillet
LINGCOD,"LINGCOD,COOKED,DRY HEAT",15199,151,.5 fillet
LINGCOD,"LINGCOD,RAW",15045,193,.5 fillet
LITCHIS,"LITCHIS,DRIED",9165,2.5,1 fruit
LITCHIS,"LITCHIS,RAW",9164,190,1 cup
LOBSTER,"LOBSTER,NORTHERN,CKD,MOIST HEAT",15148,145,1 cup
LOBSTER,"LOBSTER,NORTHERN,RAW",15147,150,1 lobster
LOGANBERRIES,"LOGANBERRIES,FROZEN",9167,147,"1 cup, unthawed"
LONGANS,"LONGANS,RAW",9172,3.2,"1 fruit, without refuse"
LOQUATS,"LOQUATS,RAW",9174,149,"1 cup, cubed"
LOTUS ROOT,"LOTUS ROOT,CKD,BLD,DRND,WO/SALT",11255,60,.5 cup
LOTUS ROOT,"LOTUS ROOT,CKD,BLD,DRND,W/SALT",11796,60,.5 cup
LOTUS ROOT,"LOTUS ROOT,RAW",11254,81,"10 slices,  (2-1/2"" dia)"
LOTUS SEEDS,"LOTUS SEEDS,RAW",12205,28.35,1 oz
LUPINS,"LUPINS,MATURE SEEDS,CKD,BLD,WO/ SALT",16077,166,1 cup
LUPINS,"LUPINS,MATURE SEEDS,RAW",16076,180,1 cup
LUPINS,"LIMA BNS,THIN SEEDED (BABY),MATURE SEEDS,CKD,BLD,W/SALT",16375,182,1 cup
MACADAMIA NUTS,"MACADAMIA NUTS,DRY RSTD,WO/SALT",12132,131.6,"1 cup, whole or halves"
MACADAMIA NUTS,"MACADAMIA NUTS,DRY RSTD,W/SALT",12632,131.6,"1 cup, whole or halves"
MACADAMIA NUTS,"MACADAMIA NUTS,RAW",12131,134,"1 cup, whole or halves"
MACARONI,"MACARONI,DRY,ENR",20098,57,2 oz
MACARONI,"MACARONI,VEG,CKD,ENR",20105,84,"1 cup, spiral shaped"
MACARONI,"MACARONI,PROTEIN-FORTIFIED,CKD,ENR,(N X 5.70)",20101,93,"1 cup, small shells"
MACARONI,"MACARONI,PROTEIN-FORTIFIED,CKD,ENR,(N X 6.25)",20301,93,"1 cup, small shells"
MACARONI,"MACARONI,COOKED,ENRICHED",20099,105,"1 cup, elbow shaped"
MACARONI,"MACARONI,WHOLE-WHEAT,CKD",20107,105,"1 cup, elbow shaped"
MACARONI,"MACARONI,VEG,DRY,ENR",20102,115,"1 cup, small shells"
MACARONI,"MACARONI,CKD,UNENR",20381,125,1 cup
MACARONI,"MACARONI,DRY,UNENRICHED",20481,125,1 cup
MACARONI,"MACARONI,WHOLE-WHEAT,DRY",20106,134,"1 cup, spiral shaped"
MACARONI,"MACARONI,PROTEIN-FORTIFIED,DRY,ENR,(N X 5.70)",20100,140,"1 cup, elbow shaped"
MACARONI,"MACARONI,PROTEIN-FORTIFIED,DRY,ENR,(N X 6.25)",20143,252.03,1 cup
MACKEREL,"MACKEREL,PACIFIC&JACK,MXD SP,CKD,DRY HEAT",15201,28.35,"1 oz, boneless"
MACKEREL,"MACKEREL,ATLANTIC,CKD,DRY HEAT",15047,88,1 fillet
MACKEREL,"MACKEREL,ATLANTIC,RAW",15046,112,1 fillet
MACKEREL,"MACKEREL,SPANISH,CKD,DRY HEAT",15052,146,1 fillet
MACKEREL,"MACKEREL,KING,CKD,DRY HEAT",15200,154,.5 fillet
MACKEREL,"MACKEREL,SPANISH,RAW",15051,187,1 fillet
MACKEREL,"MACKEREL,JACK,CND,DRND SOL",15048,190,1 cup
MACKEREL,"MACKEREL,KING,RAW",15049,198,.5 fillet
MACKEREL,"MACKEREL,PACIFIC&JACK,MXD SP,RAW",15050,225,1 fillet
MALABAR SPINACH,"MALABAR SPINACH,COOKED",11986,44,1 cup
MALTED DRK MIX,"MALTED DRK MIX,NAT,W/ ADDED NUTR,PDR",14309,21,"1 individual,  serving (4-5 heaping tsp or 1 envelope)"
MALTED DRK MIX,"MALTED DRK MIX,NAT,PDR",14311,21,"1 serving,  (3 heaping tsp or 1 envelope)"
MALTED DRK MIX,"MALTED DRK MIX,CHOC,PDR",14317,21,"1 serving,  (3 heaping tsp or 1 envelope)"
MALTED DRK MIX,"MALTED DRK MIX,CHOC,W/ ADDED NUTR,PDR",14315,78,1 cup
MALTED DRK MIX,"MALTED DRK MIX,NAT,W/ ADDED NUTR,PDR,PREP W/ WHL MILK",14310,265,"1 cup,  (8 fl oz)"
MALTED DRK MIX,"MALTED DRK MIX,NAT,PDR,PREP W/ WHL MILK",14312,265,"1 cup,  (8 fl oz)"
MALTED DRK MIX,"MALTED DRK MIX,CHOC,W/ ADDED NUTR,PDR,PREP W/ WHL MILK",14316,265,"1 cup,  (8 fl oz)"
MALTED DRK MIX,"MALTED DRK MIX,CHOC,PDR,PREP W/ WHL MILK",14318,265,"1 cup,  (8 fl oz)"
MAMMY-APPLE,"MAMMY-APPLE,(MAMEY),RAW",9175,846,"1 fruit, without refuse"
MANGOS,"MANGOS,RAW",9176,165,"1 cup, sliced"
MANGOSTEEN,"MANGOSTEEN,CND,SYRUP PK",9177,196,"1 cup,  drained"
MARASCHINO CHERRIES,"MARASCHINO CHERRIES,CND,DRND",9328,5,"1 cherry,  (NLEA serving)"
MARGARINE,"MARGARINE,REG,HARD,SOYBN (HYDR)",4073,4.7,1 tsp
MARGARINE,"MARGARINE,REG,UNSPEC OILS,WO/ SALT",4131,4.7,1 tsp
MARGARINE,"MARGARINE,REG,UNSPEC OILS,W/SALT",4132,4.7,1 tsp
MARGARINE,"MARGARINE,REG,HARD,SUNFLOWER&SOYBN (HYDR)&CTTNSD (HYDR)",4521,4.7,1 tsp
MARGARINE,"MARGARINE,VEG OIL SPRD,60% FAT,STK,NO SALT",4619,14,1 tbsp
MARGARINE,"MARGARINE, VEG OIL SPRD,60% FAT,TUB/BOTTLE,UNSALTED",4620,14,1 tbsp
MARGARINE,"MARGARINE,80% FAT,STK,INCL REG & HYDR CORN & SOYBN OILS",4628,14,1 tbsp
MARGARINE,"MARGARINE, VEG OIL SPRD,70% FAT,SOYBN & PART HYDR SOYBN,STK",4629,14,"1 tbsp,  (1 NLEA serving)"
MARGARINE,"MARGARINE,INDUS,NON-DAIRY,CTTNSD,SOY OIL (PART HYDR )",4665,14,1 tbsp
MARGARINE,"MARGARINE,MARGARINE-LIKE VEG OIL SPRD,67-70% FAT,TUB",4683,14,"1 tbsp,  (1 NLEA serving)"
MARGARINE,"MARGARINE,80% FAT,TUB,CANOLA HARVEST SOFT SPRD",4684,14,"1 tablespoon,  (1 NLEA serving)"
MARGARINE,"MARGARINE,VEG OIL SPRD,20% FAT,WO/ SALT",4634,205,1 cup
MARGARINE,"MARGARINE,REG,LIQ,SOYBN (HYDR&REG)&CTTNSD",4105,227,1 cup
MARGARINE,"MARGARINE-BUTTER BLEND,SOYBN OIL & BUTTER",4585,227,1 cup
MARGARINE,"MARGARINE,REG,STK,COMP,80% FAT,W/SALT",4610,227,1 cup
MARGARINE,"MARGARINE,REG,TUB,COMP,80% FAT,W/SALT",4611,227,1 cup
MARGARINE,"MARGARINE,REG,STK,UNSALTED,COMP,80% FAT",4617,227,1 cup
MARGARINE,"MARGARINE,REG,TUB,UNSALTED,COMP,80% FAT",4618,227,1 cup
MARGARINE,"MARGARINE,INDUS,SOY & PART HYDR SOY OIL,BAKING,SAUCES,CANDY",4668,227,1 cup
MARGARINE,"MARGARINE,VEG OIL SPRD,60% FAT,STK",4612,229,1 cup
MARGARINE,"MARGARINE,MARGARINE-LIKE VEG OIL SPRD,60% FAT,TUB",4613,229,1 cup
MARGARINE,"MARGARINE,VEG OIL SPRD,STICK/TUB/BOTTLE,60% FAT",4614,229,1 cup
MARGARINE,"MARGARINE,VEG OIL SPRD,20% FAT",4633,240,1 cup
MARMALADE,"MARMALADE,ORANGE",19302,50,"1 serving, 1.76 oz bar"
MELON BALLS,"MELON BALLS,FROZEN",9185,173,"1 cup, unthawed"
MELONS,"MELONS,CASABA,RAW",9183,170,"1 cup, cubes"
MELONS,"MELONS,CANTALOUPE,RAW",9181,177,"1 cup, balls"
MELONS,"MELONS,HONEYDEW,RAW",9184,177,"1 cup, balls"
MILK,"MILK,DRY,NONFAT,CA RED",1093,28.35,1 oz
MILK,"MILK,CND,EVAP,W/ VIT A",1153,31.5,1 fl oz
MILK,"MILK,DRY,NONFAT,INST,W/ VIT A",1092,68,1 cup
MILK,"MILK,DRY,NONFAT,INST,WO/ VIT A",1155,68,1 cup
